Frame,Speed,X,Y,Changed Pixels
1,22.146278213971407,485.22297297297297,263.63513513513516,202
2,0.6897499832668162,484.9432624113475,263.83687943262413,15
3,0.563144885494578,484.74305555555554,263.6388888888889,7
4,0.8756851592467109,485.07092198581563,263.92907801418437,9
5,0.11696753547849974,485.1276595744681,263.9148936170213,2
6,0.11696753547849974,485.07092198581563,263.92907801418437,2
7,0.5926973734972576,484.79432624113474,263.822695035461,4
8,0.5507838559104677,484.52142857142854,263.7857142857143,7
9,0.12313057718410308,484.58273381294964,263.7913669064748,1
10,0.19570461163646496,484.66187050359713,263.84892086330933,2
11,0.1952322423223391,484.5845070422535,263.90845070422534,5
12,1.6846589292390115,483.9555555555556,263.34814814814814,21
13,2.913116043247619,482.5,263.29411764705884,33
14,0.16273050499731526,482.46043165467626,263.2230215827338,5
15,0.18342907619938653,482.53846153846155,263.1748251748252,4
16,0.16914446228476024,482.49645390070924,263.2482269503546,6
17,1.1233649779013886,483.05555555555554,263.19444444444446,17
18,0.5713920203218121,483.3169014084507,263.3098591549296,6
19,1.4179591589781189,482.6083916083916,263.3356643356643,21
20,0.27269056387914054,482.47972972972974,263.2905405405405,9
21,0.7764728701248851,482.86619718309856,263.2535211267606,10
22,0.5903504696751587,482.59722222222223,263.13194444444446,4
23,0.42018710042551677,482.43971631205676,262.9929078014184,7
24,3.737988680443615,484.0375939849624,263.9624060150376,32
25,1.9211695025187445,483.2148148148148,263.46666666666664,22
26,3.049431424872145,481.93243243243245,262.6418918918919,29
27,0.8659237087635523,481.5633802816901,262.4154929577465,16
28,0.265795454025224,481.4357142857143,262.37857142857143,4
29,1.1013665216869675,480.8880597014925,262.32089552238807,14
30,0.24156621495497135,480.9612403100775,262.2248062015504,11
31,0.6504282911731945,480.8045112781955,261.9398496240602,10
32,1.7768424962202618,479.96,261.664,16
33,1.0231743471764456,479.530303030303,261.3863636363636,9
34,1.592980298468593,478.87301587301585,260.93650793650795,12
35,1.190213711674692,478.31159420289856,260.7391304347826,16
36,3.4584700358223612,477.00694444444446,259.6041666666667,28
37,0.7560846057860585,476.66883116883116,259.43506493506493,10
38,1.7865407416117056,475.85714285714283,259.0621118012422,19
39,1.948591103427818,476.5655172413793,259.7310344827586,18
40,0.7266406425398214,476.86394557823127,259.5238095238095,18
41,5.826619125930066,474.34444444444443,258.06111111111113,51
42,2.9126569732702574,473.2080924855491,257.15028901734104,29
43,5.115335198500516,472.6190476190476,254.66137566137567,46
44,2.2792216132266394,473.66355140186914,254.20560747663552,57
45,5.952909479080565,472.6872586872587,251.3938223938224,56
46,9.002600418035415,472.2012987012987,246.91883116883116,70
47,6.661993234475887,471.43360433604335,243.67750677506774,97
48,3.5916383271094836,471.3049095607235,241.88630490956072,60
49,2.098676867447017,472.35175879396985,241.8140703517588,71
50,0.7918229132127111,472.0284974093264,241.58549222797927,26
51,1.1869136318562445,471.5859375,241.19010416666666,36
52,1.7512223367114836,471.4052757793765,240.33333333333334,75
53,1.8957657129210712,471.487414187643,239.38901601830665,62
54,1.550265140271878,471.766590389016,240.1121281464531,36
55,1.1959099937723991,472.08924485125857,240.61556064073227,30
56,3.1409465040559525,472.81776765375855,242.00683371298405,66
57,0.5263348089150566,473.0070257611241,242.18969555035127,32
58,0.5013957093423146,473.1180722891566,242.4144578313253,36
59,1.2622469319755496,473.45952380952383,242.9452380952381,27
60,27.609506539126485,468.7090163934426,229.98360655737704,73
61,1.418084675143866,468.68122270742356,229.27510917030568,36
62,1.3187524720541595,482.01290322580644,261.4129032258065,42
63,1.3621066838376967,481.8615384615385,262.0769230769231,47
64,0.23012546589243263,481.95348837209303,262.0077519379845,13
65,1.2123993470465888,482.0967741935484,262.5967741935484,27
66,3.1596867837299483,483.6074074074074,263.05925925925925,39
67,4.921833093600861,484.4344262295082,265.37704918032784,88
68,9.047204565382055,486.94573643410854,269.13953488372096,94
69,8.84362195267919,487.79338842975204,273.4793388429752,99
70,8.461504936708145,487.7557251908397,277.70992366412213,73
71,7.86006092703575,487.84722222222223,281.6388888888889,61
72,5.0879824365339426,487.2356687898089,284.10828025477707,58
73,2.5568100614994083,487.19620253164555,285.38607594936707,34
74,2.733526082805415,487.74,286.64,49
75,4.683421137529491,487.7439024390244,288.9817073170732,43
76,6.061644151694223,486.61006289308176,291.79245283018867,63
77,1.6576976272714823,485.9527027027027,292.2972972972973,32
78,1.7820867330870789,485.6578947368421,293.1381578947368,19
79,0.24701609125229138,485.71140939597313,293.0268456375839,14
80,0.6740874915162134,485.90604026845637,292.751677852349,17
81,0.8076593742210292,486.19718309859155,292.4718309859155,17
82,1.3400603396833195,485.81208053691273,293.02013422818794,19
83,1.453795308921435,485.958904109589,292.3082191780822,22
84,2.7789660211910827,486.65492957746477,291.1056338028169,37
85,1.1427832342032342,486.7515923566879,291.6687898089172,28
86,1.6418368795866458,469.3076923076923,226.35294117647058,44
87,1.7365502648966975,469.33663366336634,225.4851485148515,36
88,2.2928980970056427,486.62,291.46,36
89,0.4070185510184377,469.5073170731707,225.28780487804877,21
90,1.9881314480932013,485.8285714285714,292.0857142857143,40
91,5.674878426256876,484.0725806451613,294.31451612903226,59
92,3.7801714818869097,482.6666666666667,295.5777777777778,43
93,1.702404116998558,483.49242424242425,295.3712121212121,30
94,1.8302299625124765,482.8970588235294,296.06617647058823,22
95,1.7695379876801618,482.0875912408759,296.42335766423355,30
96,4.649311637107066,480.37931034482756,298.0,56
97,1.747485969923843,481.1694915254237,297.6271186440678,21
98,8.187674641591792,484.1203007518797,294.7894736842105,75
