Frame,Speed,X,Y,Changed Pixels
1,7.233777980427779,401.2352941176471,434.16470588235296,67
2,0.8319479965528177,401.19736842105266,434.57894736842104,9
3,1.8093073824993728,401.25925925925924,435.48148148148147,17
4,1.043181900129769,401.3157894736842,436.0,9
5,0.7653116022944971,400.9428571428571,436.0857142857143,10
6,0.5314034830023456,400.70588235294116,436.20588235294116,8
7,0.27858288071456394,400.6060606060606,436.3030303030303,4
8,0.40572730395517803,400.4032258064516,436.30645161290323,8
9,0.5802547472812034,400.1333333333333,436.2,4
10,0.11586214343428528,400.1904761904762,436.1904761904762,3
11,0.255944690422118,400.3174603174603,436.1746031746032,2
12,1.2940201929716895,399.8607594936709,436.63291139240505,18
13,0.5392438495569001,399.5925925925926,436.60493827160496,6
14,0.38097422653490687,399.43835616438355,436.4931506849315,8
15,0.5619012912892444,399.2608695652174,436.27536231884056,4
16,0.4195752879980989,399.13235294117646,436.44117647058823,5
17,0.13569021822651917,399.1714285714286,436.3857142857143,2
18,0.2525461114279949,399.1267605633803,436.2676056338028,3
19,0.43207918664345285,399.2238805970149,436.07462686567163,6
20,0.22298921661129423,399.1904761904762,435.968253968254,4
21,0.514348317571195,399.26229508196724,435.72131147540983,6
22,0.8566339392992123,399.6744186046512,435.6046511627907,18
23,71.8185712914847,386.09090909090907,402.3636363636364,19
24,12.41362018651631,381.2647058823529,398.46078431372547,113
25,17.99179628870226,373.7168674698795,393.56626506024094,167
26,13.36770479197113,369.2280701754386,388.6140350877193,115
27,9.245949364044138,365.89820359281435,385.4071856287425,70
28,17.177130120899154,358.6681034482759,380.7715517241379,159
29,15.571957097000071,351.82954545454544,377.04924242424244,152
30,9.851960110433918,347.1048689138577,375.6554307116105,119
31,5.300784090052803,344.45454545454544,375.6363636363636,95
32,0.8114895228109329,344.4561403508772,376.0421052631579,67
33,6.502002553128607,341.4021352313167,377.15658362989325,138
34,35.49426075090472,323.7856071964018,375.00749625187404,572
35,11.904509576927795,317.8682634730539,374.3637724550898,309
36,3.3947333796417536,317.2529801324503,375.9456953642384,181
37,1.4365720004484903,316.9018143009605,375.31910352187833,240
38,6.614544306157338,320.0276890308839,376.3993610223642,256
39,7.711975651417557,322.862950058072,379.0127758420441,172
40,4.528418273387275,320.63039014373715,378.635523613963,171
41,4.344534580236778,319.06136820925553,380.1378269617706,242
42,7.0176442269380175,315.5979020979021,380.7001748251748,304
43,3.6162371481728823,314.40891089108914,382.06237623762377,302
44,8.704455658565807,310.167695473251,383.03909465020575,348
45,85.96696308533053,268.225,373.6375,387
46,18.01054363680962,264.2823529411765,365.54117647058825,315
47,3.429497531776757,265.87974683544303,364.9177215189873,207
48,12.357219021362868,268.13142857142856,370.6714285714286,381
49,29.916594935851247,273.60093896713613,384.59389671361504,644
50,25.523309316192776,278.725768321513,396.28132387706853,562
51,22.734117067391715,282.8469387755102,406.875,468
52,14.273792546242932,285.0064102564103,413.6773504273504,289
53,30.160495682583115,286.3423728813559,428.69830508474575,527
54,19.82524022718345,288.1862068965517,438.43793103448274,319
55,29.82021265845934,317.5112781954887,378.10526315789474,384
56,31.669011789363022,328.496015936255,389.50996015936255,167
57,7.84300308294281,282.34662576687117,448.92944785276075,216
58,10.620892775892992,278.38062283737025,445.3979238754325,215
59,31.247411442912803,318.93150684931504,377.1917808219178,470
60,61.69706237569569,328.49295774647885,406.5211267605634,432
61,9.964171433063953,252.4392156862745,437.93333333333334,248
62,34.580877885507874,235.72,433.5257142857143,244
63,22.165624645897598,225.1590909090909,430.16477272727275,183
