Frame,Speed,X,Y,Changed Pixels
1,87.91241825310772,545.1066176470588,432.18014705882354,730
2,1.1574319387378629,545.356862745098,432.7019607843137,19
3,0.4155713565454244,545.5433070866142,432.6102362204724,11
4,0.40818749050308867,545.3786008230453,432.4897119341564,13
5,0.37456002181005493,545.5,432.3471074380165,9
6,0.5261923549694473,545.4957627118644,432.6101694915254,10
7,0.5343527124338153,545.2564102564103,432.491452991453,10
8,0.17288088522091516,545.3109243697479,432.42436974789916,6
9,0.35244438335716033,545.2448979591836,432.58775510204083,7
10,0.33134545634896395,545.1270491803278,432.47131147540983,5
11,0.038940127006035455,545.1338912133891,432.489539748954,7
12,1.076964882098813,545.2616033755274,433.0126582278481,16
13,0.056625281628796466,545.2899159663865,433.0126050420168,1
14,0.1387913925492511,545.3504273504274,432.9786324786325,6
15,0.15558219669383416,545.2911392405064,432.9282700421941,3
16,0.9324191592976512,545.6681034482758,433.20258620689657,15
17,0.1383794583380986,545.6302521008404,433.26050420168065,6
18,0.4053134545113085,545.8281938325991,433.30396475770925,15
19,0.6396886895702967,545.7433628318585,432.99557522123894,11
20,0.09645162544594242,545.7061403508771,432.96491228070175,4
21,0.9879564649292485,546.0289256198347,433.3388429752066,18
22,0.05791153308560361,546.0,433.34016393442624,2
23,0.10294283745416018,546.0364372469636,433.37651821862346,5
24,1.1649327096642688,545.7165354330708,432.8897637795276,15
25,0.03391248075402867,545.7003891050583,432.89494163424126,3
26,1.3039547076107385,546.1214574898786,433.3927125506073,18
27,0.40428428552135004,546.1877551020408,433.58367346938775,6
28,0.35416388910574015,546.1138211382114,433.4227642276423,5
29,0.6889566147367643,545.8510638297872,433.2,11
30,0.7930161005064562,545.4585152838428,433.14410480349346,18
31,0.2554670627842837,545.3782608695652,433.24347826086955,5
32,0.08162154665005335,545.3842794759826,433.28384279475983,5
33,0.4985746937624991,545.6133333333333,433.3822222222222,12
34,0.9662747904801475,545.6909090909091,433.8590909090909,13
35,0.8719053602594118,545.8044444444445,434.28,9
36,1.5455253566864235,546.3259911894273,434.85022026431716,26
37,0.599735472886569,546.2087378640776,435.126213592233,25
38,0.4161801416957508,546.3247422680413,435.29896907216494,12
39,0.3893153460369616,546.2994652406417,435.4919786096257,13
40,1.4918289531234958,546.6033519553073,436.1731843575419,14
41,1.0758003328693988,547.0055248618785,436.5303867403315,20
42,1.7189159361920148,547.2095808383234,437.36526946107784,34
43,2.3124959395851326,547.2043010752689,438.52150537634407,35
44,0.7285628688645017,547.0680272108843,438.18367346938777,41
45,0.5352905377559152,546.8222222222222,438.0777777777778,59
46,1.8555638722369072,546.825,437.15,50
47,0,,,40
48,0,,,0
49,0,,,0
50,0,,,0
51,0,,,0
52,0,,,0
53,0,,,0
54,0,,,0
55,0,,,0
56,0,,,0
57,0,,,0
58,0,,,0
59,0,,,0
60,0,,,0
61,0,,,0
62,0,,,0
63,0,,,0
64,0,,,0
65,0,,,0
66,0,,,0
67,0,,,0
68,0,,,0
69,0,,,0
70,0,,,0
71,0,,,0
72,0,,,0
73,0,,,0
74,0,,,0
75,0,,,0
76,0,,,0
77,0,,,0
78,0,,,0
79,0,,,0
80,0,,,0
81,0,,,0
82,0,,,0
83,0,,,0
84,0,,,0
85,0,,,0
86,0,,,0
87,0,,,0
88,0,,,0
89,0,,,0
90,0,,,0
